Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Unnamed: 15,Unnamed: 16,anomaly_score,is_anomaly
18/06/2004,11.00.00,2.5,1170.0,-200.0,15.6,1168.0,186.0,703.0,141.0,1949.0,1287.0,33.3,27.8,1.4013,,,0.25464624141749853,0
18/06/2004,12.00.00,2.3,1116.0,-200.0,14.3,1128.0,153.0,739.0,129.0,1856.0,1042.0,34.9,24.9,1.363,,,0.24739205546021514,0
18/06/2004,13.00.00,2.0,1054.0,-200.0,12.6,1069.0,112.0,785.0,106.0,1766.0,817.0,36.1,22.7,1.3324,,,0.24926699190131846,0
18/06/2004,14.00.00,2.0,1083.0,-200.0,13.4,1097.0,117.0,765.0,125.0,1810.0,847.0,37.6,21.1,1.3478,,,0.2356104313013298,0
18/06/2004,15.00.00,2.1,1078.0,-200.0,12.6,1069.0,109.0,782.0,126.0,1780.0,806.0,37.3,21.9,1.3761,,,0.2327195036134223,0
18/06/2004,16.00.00,2.4,1104.0,-200.0,14.8,1143.0,133.0,747.0,147.0,1840.0,896.0,37.2,21.6,1.3514,,,0.2184584442324785,0
18/06/2004,17.00.00,3.1,1170.0,-200.0,18.6,1257.0,185.0,693.0,180.0,1956.0,1069.0,35.6,23.4,1.341,,,0.1830254593361897,0
18/06/2004,18.00.00,2.9,1091.0,-200.0,16.7,1201.0,167.0,738.0,164.0,1834.0,945.0,33.1,24.3,1.2087,,,0.209938326330329,0
18/06/2004,19.00.00,3.5,1216.0,-200.0,20.8,1318.0,218.0,673.0,180.0,2043.0,1168.0,30.5,29.5,1.2635,,,0.18226877865719515,0
18/06/2004,20.00.00,2.9,1125.0,-200.0,16.0,1179.0,171.0,719.0,153.0,1921.0,1065.0,28.7,35.8,1.3834,,,0.23591782972644865,0
18/06/2004,21.00.00,1.5,971.0,-200.0,7.6,881.0,78.0,916.0,105.0,1635.0,672.0,26.6,42.2,1.4452,,,0.250583590815797,0
18/06/2004,22.00.00,1.7,1062.0,-200.0,10.2,984.0,84.0,816.0,98.0,1796.0,842.0,25.2,46.6,1.4733,,,0.2546077943209714,0
18/06/2004,23.00.00,2.2,1140.0,-200.0,13.8,1109.0,110.0,714.0,107.0,1892.0,1123.0,24.7,47.7,1.4649,,,0.23446758813608598,0
19/06/2004,00.00.00,1.6,1038.0,-200.0,10.4,992.0,87.0,802.0,87.0,1731.0,1007.0,24.4,47.4,1.4301,,,0.24307839046030466,0
19/06/2004,01.00.00,1.0,935.0,-200.0,6.5,836.0,58.0,909.0,80.0,1604.0,855.0,23.3,49.9,1.4135,,,0.236346179795406,0
19/06/2004,02.00.00,0.6,861.0,-200.0,4.3,729.0,39.0,1043.0,62.0,1528.0,689.0,23.8,47.3,1.3783,,,0.23071691993097926,0
19/06/2004,04.00.00,0.6,850.0,-200.0,3.9,703.0,38.0,1021.0,54.0,1511.0,658.0,21.2,55.0,1.3689,,,0.22012745212417628,0
19/06/2004,05.00.00,0.5,817.0,-200.0,3.0,651.0,41.0,1109.0,56.0,1472.0,628.0,21.7,52.6,1.35,,,0.2177804179494069,0
19/06/2004,06.00.00,0.5,825.0,-200.0,3.2,667.0,47.0,1079.0,62.0,1475.0,659.0,22.8,48.9,1.3424,,,0.2295980538910326,0
19/06/2004,07.00.00,0.9,921.0,-200.0,5.6,792.0,72.0,943.0,72.0,1595.0,799.0,23.5,47.6,1.3611,,,0.2486608367019143,0
19/06/2004,08.00.00,1.4,1031.0,-200.0,9.1,945.0,100.0,806.0,86.0,1697.0,964.0,24.6,44.9,1.3661,,,0.2594643991796757,0
19/06/2004,09.00.00,1.6,1092.0,-200.0,9.7,967.0,104.0,801.0,99.0,1774.0,910.0,27.0,39.9,1.402,,,0.2597947738541129,0
19/06/2004,10.00.00,1.6,1095.0,-200.0,8.6,923.0,109.0,843.0,98.0,1736.0,999.0,29.3,35.9,1.4411,,,0.27070943809856224,0
19/06/2004,11.00.00,1.7,1097.0,-200.0,9.6,964.0,103.0,822.0,102.0,1743.0,853.0,31.2,32.4,1.4517,,,0.2657013068365873,0
19/06/2004,12.00.00,1.7,1101.0,-200.0,9.8,972.0,75.0,819.0,84.0,1714.0,752.0,34.4,26.6,1.423,,,0.24173579077316992,0
19/06/2004,13.00.00,1.5,1060.0,-200.0,10.3,991.0,72.0,833.0,83.0,1718.0,778.0,36.1,22.1,1.3004,,,0.2268082958970315,0
21/06/2004,04.00.00,0.3,732.0,-200.0,1.5,544.0,15.0,1353.0,24.0,1367.0,466.0,18.9,55.2,1.1895,,,0.08776752896522833,0
21/06/2004,05.00.00,0.5,809.0,-200.0,3.5,681.0,52.0,1108.0,43.0,1463.0,609.0,18.2,57.6,1.193,,,0.20664044241150104,0
21/06/2004,06.00.00,1.3,934.0,-200.0,8.3,911.0,85.0,857.0,64.0,1639.0,863.0,18.6,56.0,1.1865,,,0.2450642225597915,0
21/06/2004,07.00.00,2.5,1132.0,-200.0,17.3,1220.0,177.0,691.0,91.0,1910.0,1203.0,20.8,48.0,1.1702,,,0.23616603829129368,0
21/06/2004,08.00.00,3.7,1221.0,-200.0,23.3,1386.0,232.0,626.0,109.0,2138.0,1412.0,23.3,38.6,1.0919,,,0.1770943577904081,0
21/06/2004,09.00.00,2.5,1024.0,-200.0,13.8,1111.0,201.0,770.0,110.0,1753.0,1069.0,25.1,32.4,1.017,,,0.26851485587304247,0
21/06/2004,10.00.00,1.8,938.0,-200.0,10.2,987.0,134.0,862.0,111.0,1597.0,817.0,27.8,25.8,0.9473,,,0.2671365823645773,0
21/06/2004,11.00.00,1.5,869.0,-200.0,7.9,897.0,104.0,965.0,106.0,1480.0,649.0,29.6,21.0,0.8548,,,0.2580377385937618,0
21/06/2004,12.00.00,1.5,846.0,-200.0,8.8,930.0,89.0,947.0,104.0,1467.0,598.0,30.2,18.0,0.7613,,,0.25404442508867675,0
21/06/2004,13.00.00,1.2,838.0,-200.0,7.2,868.0,66.0,1005.0,76.0,1454.0,540.0,30.1,18.5,0.7747,,,0.2393482468869566,0
21/06/2004,14.00.00,1.4,875.0,-200.0,8.3,912.0,85.0,978.0,84.0,1504.0,601.0,29.5,19.4,0.7872,,,0.2586747060913018,0
21/06/2004,15.00.00,1.6,907.0,-200.0,9.6,961.0,105.0,920.0,102.0,1564.0,668.0,31.1,18.2,0.8079,,,0.26221022405923894,0
21/06/2004,16.00.00,1.6,889.0,-200.0,9.0,939.0,99.0,920.0,102.0,1492.0,647.0,30.3,19.0,0.8103,,,0.2665103493563841,0
21/06/2004,17.00.00,2.2,969.0,-200.0,12.4,1064.0,132.0,834.0,124.0,1645.0,816.0,30.1,19.3,0.8083,,,0.25252554517169445,0
21/06/2004,18.00.00,3.0,1051.0,-200.0,15.3,1157.0,186.0,760.0,147.0,1787.0,963.0,28.6,22.3,0.859,,,0.24391627648920355,0
21/06/2004,19.00.00,3.0,1043.0,-200.0,16.1,1181.0,174.0,736.0,138.0,1813.0,1010.0,26.1,28.3,0.9407,,,0.2497308998933958,0
21/06/2004,20.00.00,2.7,1043.0,-200.0,14.1,1121.0,149.0,736.0,126.0,1793.0,967.0,24.5,35.7,1.0807,,,0.2504843467819988,0
21/06/2004,21.00.00,2.1,1007.0,-200.0,11.4,1027.0,114.0,798.0,112.0,1737.0,904.0,23.1,41.5,1.1582,,,0.25572874373263105,0
21/06/2004,22.00.00,1.6,966.0,-200.0,9.5,959.0,92.0,838.0,95.0,1686.0,852.0,21.8,46.3,1.1913,,,0.2577890618401333,0
21/06/2004,23.00.00,1.3,920.0,-200.0,7.4,875.0,75.0,915.0,80.0,1594.0,744.0,20.9,48.9,1.1945,,,0.2511010193113912,0
22/06/2004,00.00.00,1.1,889.0,-200.0,6.4,831.0,74.0,956.0,79.0,1570.0,760.0,20.5,49.9,1.1903,,,0.24777670537247315,0
22/06/2004,01.00.00,0.7,825.0,-200.0,4.1,715.0,35.0,1062.0,49.0,1462.0,613.0,20.0,50.9,1.1794,,,0.21145476159426102,0
22/06/2004,02.00.00,0.4,758.0,-200.0,1.9,580.0,22.0,1215.0,36.0,1374.0,531.0,22.1,44.3,1.1665,,,0.15456046697698578,0
22/06/2004,04.00.00,0.2,719.0,-200.0,1.2,522.0,24.0,1385.0,40.0,1343.0,509.0,19.8,50.3,1.1444,,,0.12829190352979736,0
22/06/2004,05.00.00,0.3,757.0,-200.0,2.2,596.0,30.0,1236.0,37.0,1381.0,560.0,19.0,52.8,1.1489,,,0.1536612570325241,0
22/06/2004,06.00.00,0.9,890.0,-200.0,6.4,831.0,93.0,922.0,67.0,1594.0,826.0,17.8,56.5,1.1375,,,0.2409797036464355,0
22/06/2004,07.00.00,3.1,1181.0,-200.0,18.5,1255.0,332.0,632.0,106.0,2002.0,1334.0,18.2,55.8,1.1529,,,0.22015406413997646,0
22/06/2004,08.00.00,5.0,1332.0,-200.0,30.2,1556.0,387.0,523.0,134.0,2394.0,1660.0,20.6,47.7,1.1448,,,0.09660507756451142,0
22/06/2004,09.00.00,2.8,1128.0,-200.0,14.2,1124.0,267.0,717.0,123.0,1832.0,1362.0,22.8,41.9,1.1496,,,0.2568699095172558,0
22/06/2004,10.00.00,2.8,1128.0,-200.0,14.3,1126.0,269.0,725.0,136.0,1856.0,1316.0,27.1,31.7,1.1147,,,0.2542689116822485,0
22/06/2004,11.00.00,2.1,1064.0,-200.0,12.6,1069.0,193.0,766.0,109.0,1766.0,1089.0,30.4,26.4,1.131,,,0.2687542500024836,0
22/06/2004,12.00.00,3.1,1139.0,-200.0,18.0,1240.0,239.0,702.0,144.0,1940.0,1129.0,31.1,26.2,1.1647,,,0.23622755873353174,0
22/06/2004,13.00.00,3.0,1121.0,-200.0,17.1,1214.0,232.0,707.0,154.0,1912.0,1120.0,31.4,25.3,1.1444,,,0.2386738598828445,0
22/06/2004,14.00.00,2.1,1032.0,-200.0,13.0,1083.0,152.0,776.0,126.0,1772.0,916.0,30.8,26.7,1.168,,,0.25290798189636454,0
22/06/2004,15.00.00,1.7,1040.0,-200.0,11.2,1022.0,115.0,826.0,98.0,1747.0,812.0,31.8,25.6,1.1868,,,0.2599420878534587,0
22/06/2004,16.00.00,2.2,1076.0,-200.0,13.6,1105.0,169.0,762.0,120.0,1782.0,959.0,33.5,22.9,1.1649,,,0.2643600514704346,0
22/06/2004,17.00.00,3.5,1177.0,-200.0,20.5,1310.0,226.0,656.0,145.0,2011.0,1189.0,33.1,23.5,1.1673,,,0.22199016471607086,0
22/06/2004,18.00.00,3.6,1196.0,-200.0,20.2,1303.0,218.0,654.0,139.0,2017.0,1199.0,31.7,25.9,1.1883,,,0.22384241696233947,0
22/06/2004,19.00.00,4.1,1204.0,-200.0,23.1,1381.0,245.0,623.0,148.0,2085.0,1283.0,29.0,30.4,1.2013,,,0.17995319150908223,0
22/06/2004,20.00.00,4.0,1166.0,-200.0,20.3,1304.0,236.0,646.0,139.0,2016.0,1291.0,27.4,33.6,1.2095,,,0.2085935557722277,0
22/06/2004,21.00.00,1.8,959.0,-200.0,9.3,949.0,104.0,857.0,93.0,1640.0,949.0,25.2,36.4,1.1528,,,0.27061017549246097,0
22/06/2004,22.00.00,1.7,1004.0,-200.0,10.5,997.0,104.0,813.0,96.0,1726.0,1018.0,24.0,39.6,1.1662,,,0.25890697985946676,0
22/06/2004,23.00.00,2.4,1050.0,-200.0,13.6,1105.0,144.0,729.0,104.0,1807.0,1122.0,23.8,39.6,1.1558,,,0.25428839668968967,0
23/06/2004,00.00.00,1.2,965.0,-200.0,8.0,900.0,79.0,864.0,83.0,1631.0,968.0,22.9,43.6,1.1974,,,0.2565715342394121,0
23/06/2004,01.00.00,0.8,849.0,-200.0,4.6,744.0,51.0,1004.0,66.0,1496.0,806.0,22.8,43.9,1.202,,,0.24336368814456733,0
23/06/2004,02.00.00,0.5,809.0,-200.0,3.2,666.0,38.0,1093.0,55.0,1455.0,714.0,21.8,47.3,1.2189,,,0.21110286998706307,0
23/06/2004,05.00.00,0.4,768.0,-200.0,2.2,597.0,30.0,1155.0,40.0,1396.0,606.0,21.7,46.8,1.2031,,,0.17860972411309023,0
23/06/2004,06.00.00,1.0,917.0,-200.0,6.7,842.0,73.0,934.0,51.0,1656.0,819.0,20.3,52.3,1.2367,,,0.21017946763296358,0
23/06/2004,07.00.00,3.8,1252.0,-200.0,23.1,1380.0,305.0,579.0,117.0,2210.0,1462.0,20.5,52.3,1.245,,,0.17665687833669808,0
23/06/2004,08.00.00,3.2,1224.0,-200.0,19.0,1268.0,295.0,605.0,110.0,2046.0,1478.0,21.7,49.6,1.2673,,,0.21965902649745805,0
23/06/2004,09.00.00,3.5,1277.0,-200.0,20.1,1300.0,331.0,608.0,136.0,2090.0,1598.0,24.0,43.1,1.2677,,,0.22776953590918103,0
23/06/2004,10.00.00,3.2,1149.0,-200.0,16.4,1192.0,304.0,672.0,152.0,1944.0,1449.0,28.5,31.7,1.2144,,,0.24065199585740227,0
23/06/2004,11.00.00,2.3,1091.0,-200.0,13.0,1082.0,210.0,746.0,119.0,1790.0,1221.0,32.2,25.1,1.189,,,0.2696794706156523,0
23/06/2004,12.00.00,2.2,1053.0,-200.0,13.1,1087.0,163.0,763.0,106.0,1762.0,1023.0,34.9,20.5,1.1279,,,0.2608800761333171,0
23/06/2004,13.00.00,2.1,1023.0,-200.0,11.8,1042.0,132.0,796.0,101.0,1711.0,910.0,35.4,19.9,1.1222,,,0.26267620383552204,0
23/06/2004,14.00.00,1.9,1085.0,-200.0,12.7,1075.0,126.0,767.0,110.0,1786.0,913.0,34.4,22.5,1.205,,,0.2525539955192844,0
23/06/2004,15.00.00,2.4,1116.0,-200.0,14.1,1120.0,150.0,724.0,124.0,1854.0,1035.0,34.8,22.8,1.2488,,,0.2542357878960338,0
23/06/2004,16.00.00,2.5,1111.0,-200.0,14.4,1131.0,171.0,735.0,137.0,1825.0,1085.0,34.3,22.4,1.1907,,,0.25689380547300916,0
23/06/2004,17.00.00,3.6,1210.0,-200.0,20.7,1316.0,234.0,645.0,159.0,2030.0,1278.0,32.5,25.3,1.2165,,,0.20757504134881088,0
23/06/2004,18.00.00,3.9,1250.0,-200.0,21.6,1339.0,251.0,616.0,152.0,2075.0,1383.0,31.3,27.3,1.2234,,,0.18593484079721734,0
23/06/2004,19.00.00,4.4,1297.0,-200.0,24.2,1408.0,294.0,595.0,166.0,2134.0,1473.0,30.2,29.0,1.2224,,,0.15449079604413096,0
23/06/2004,20.00.00,4.8,1313.0,-200.0,21.8,1345.0,300.0,603.0,163.0,2118.0,1507.0,28.5,33.3,1.2775,,,0.1615039050995022,0
23/06/2004,21.00.00,2.5,1146.0,-200.0,13.0,1084.0,159.0,713.0,121.0,1829.0,1215.0,27.3,35.3,1.2606,,,0.2591226005696128,0
23/06/2004,22.00.00,2.8,1199.0,-200.0,15.1,1152.0,176.0,685.0,125.0,1897.0,1242.0,26.1,37.8,1.2575,,,0.26272217325159486,0
23/06/2004,23.00.00,3.2,1274.0,-200.0,16.6,1197.0,192.0,626.0,120.0,2023.0,1356.0,24.7,47.1,1.44,,,0.25099667982601753,0
24/06/2004,00.00.00,2.6,1243.0,-200.0,12.7,1072.0,152.0,675.0,103.0,1978.0,1195.0,23.6,59.8,1.7193,,,0.25531730906188876,0
24/06/2004,01.00.00,1.5,1054.0,-200.0,8.6,923.0,63.0,783.0,64.0,1793.0,899.0,23.3,60.5,1.706,,,0.22856784197864127,0
24/06/2004,02.00.00,1.0,962.0,-200.0,5.3,778.0,35.0,929.0,44.0,1645.0,726.0,23.3,59.4,1.6753,,,0.1982649302162549,0
24/06/2004,04.00.00,0.6,871.0,-200.0,2.8,639.0,21.0,1062.0,35.0,1528.0,684.0,23.7,53.5,1.546,,,0.15574161116268914,0
24/06/2004,05.00.00,0.6,877.0,-200.0,3.1,658.0,41.0,1047.0,46.0,1530.0,779.0,21.2,60.9,1.5092,,,0.219789843347321,0
24/06/2004,06.00.00,0.7,893.0,-200.0,3.7,696.0,48.0,1008.0,54.0,1548.0,801.0,22.1,56.2,1.48,,,0.23572256682477066,0
24/06/2004,07.00.00,1.2,1030.0,-200.0,6.9,851.0,102.0,824.0,68.0,1700.0,983.0,21.9,57.0,1.4742,,,0.25136836440342986,0
24/06/2004,08.00.00,1.5,1059.0,-200.0,8.6,926.0,111.0,783.0,77.0,1750.0,989.0,24.7,45.9,1.4061,,,0.2546749611505058,0
24/06/2004,09.00.00,1.3,1020.0,-200.0,7.1,860.0,93.0,864.0,74.0,1649.0,875.0,27.0,40.8,1.4286,,,0.2533474932358287,0
24/06/2004,10.00.00,1.6,1045.0,-200.0,6.6,840.0,118.0,879.0,92.0,1656.0,807.0,29.1,37.4,1.4833,,,0.27006895937360553,0
24/06/2004,11.00.00,1.5,1029.0,-200.0,7.2,866.0,93.0,874.0,83.0,1651.0,727.0,31.1,32.4,1.4351,,,0.25252369688996895,0
24/06/2004,12.00.00,1.2,959.0,-200.0,5.0,763.0,56.0,976.0,58.0,1561.0,549.0,31.9,30.3,1.4125,,,0.2366623484998664,0
24/06/2004,13.00.00,1.1,975.0,-200.0,5.7,798.0,51.0,939.0,55.0,1576.0,570.0,32.8,28.9,1.412,,,0.23161584719693862,0
24/06/2004,14.00.00,1.2,988.0,-200.0,6.0,813.0,52.0,927.0,61.0,1596.0,596.0,33.4,27.8,1.4119,,,0.2421783935391758,0
24/06/2004,15.00.00,1.3,971.0,-200.0,6.1,818.0,59.0,942.0,65.0,1565.0,585.0,35.3,23.7,1.3331,,,0.2448120627807186,0
24/06/2004,16.00.00,1.4,999.0,-200.0,8.0,899.0,62.0,869.0,74.0,1629.0,637.0,35.8,22.4,1.2915,,,0.2381213384138774,0
24/06/2004,17.00.00,1.6,989.0,-200.0,7.8,889.0,85.0,889.0,89.0,1602.0,664.0,35.3,20.8,1.1664,,,0.26634266233928783,0
24/06/2004,18.00.00,2.1,1075.0,-200.0,11.1,1020.0,109.0,802.0,103.0,1732.0,797.0,33.3,23.9,1.2085,,,0.25732679576809964,0
24/06/2004,19.00.00,3.0,1190.0,-200.0,15.9,1177.0,168.0,695.0,128.0,1934.0,1046.0,30.3,30.8,1.3044,,,0.2439217523569439,0
24/06/2004,20.00.00,2.8,1172.0,-200.0,13.7,1108.0,166.0,706.0,122.0,1878.0,1058.0,28.3,34.5,1.3084,,,0.25478444454473126,0
24/06/2004,21.00.00,3.8,1256.0,-200.0,21.6,1340.0,149.0,594.0,125.0,2176.0,1214.0,27.1,38.9,1.3758,,,0.18522623044108427,0
24/06/2004,22.00.00,3.2,1190.0,-200.0,16.8,1203.0,118.0,658.0,119.0,1967.0,1056.0,25.4,43.2,1.3805,,,0.22209995515503816,0
24/06/2004,23.00.00,4.1,1249.0,-200.0,20.5,1310.0,160.0,601.0,126.0,2114.0,1280.0,24.6,45.3,1.3767,,,0.191396770413981,0
25/06/2004,00.00.00,2.6,1072.0,-200.0,14.1,1120.0,124.0,711.0,100.0,1838.0,1045.0,23.7,46.0,1.3346,,,0.2323197808611578,0
25/06/2004,01.00.00,2.0,1035.0,-200.0,10.9,1011.0,95.0,750.0,94.0,1752.0,1039.0,23.0,48.1,1.3322,,,0.2572025464326406,0
25/06/2004,02.00.00,0.9,839.0,-200.0,3.6,690.0,34.0,1030.0,52.0,1457.0,640.0,24.8,43.4,1.3366,,,0.21075610977712544,0
25/06/2004,04.00.00,0.6,804.0,-200.0,2.4,616.0,45.0,1144.0,64.0,1427.0,662.0,21.7,50.2,1.2917,,,0.2351102555864501,0
25/06/2004,05.00.00,0.6,811.0,-200.0,3.0,651.0,35.0,1097.0,46.0,1442.0,579.0,21.9,50.7,1.3138,,,0.21005472210022552,0
25/06/2004,06.00.00,1.6,1028.0,-200.0,8.9,934.0,141.0,818.0,88.0,1743.0,987.0,20.1,57.0,1.3216,,,0.27413512914226684,0
25/06/2004,07.00.00,2.6,1138.0,-200.0,14.8,1141.0,199.0,671.0,104.0,1927.0,1197.0,21.5,51.8,1.3129,,,0.2593425744154952,0
25/06/2004,08.00.00,2.9,1203.0,-200.0,16.2,1185.0,224.0,649.0,125.0,1968.0,1328.0,22.9,48.7,1.3416,,,0.2590356093834959,0
25/06/2004,09.00.00,2.8,1193.0,-200.0,14.6,1136.0,245.0,667.0,151.0,1924.0,1370.0,25.7,41.0,1.3351,,,0.25692421596256243,0
25/06/2004,10.00.00,1.9,1049.0,-200.0,8.0,898.0,153.0,858.0,113.0,1671.0,921.0,29.9,33.2,1.3793,,,0.27445592608279584,0
25/06/2004,11.00.00,1.9,1090.0,-200.0,9.1,942.0,145.0,828.0,102.0,1713.0,876.0,32.9,28.0,1.3789,,,0.2747998743982057,0
25/06/2004,12.00.00,2.1,1070.0,-200.0,10.0,976.0,130.0,808.0,108.0,1688.0,819.0,34.0,25.6,1.3363,,,0.26115781446993247,0
25/06/2004,13.00.00,1.9,1014.0,-200.0,9.8,970.0,95.0,826.0,93.0,1684.0,763.0,34.7,22.6,1.2297,,,0.26082352473548737,0
25/06/2004,14.00.00,1.6,972.0,-200.0,8.3,912.0,88.0,882.0,89.0,1596.0,675.0,35.5,20.3,1.1586,,,0.2653475625659877,0
25/06/2004,15.00.00,1.6,951.0,-200.0,7.5,880.0,89.0,920.0,84.0,1539.0,637.0,35.9,18.8,1.0912,,,0.25590325691883437,0
25/06/2004,16.00.00,2.1,1033.0,-200.0,11.7,1038.0,127.0,802.0,111.0,1690.0,826.0,36.2,18.6,1.0945,,,0.25599122662539453,0
25/06/2004,17.00.00,2.4,983.0,-200.0,13.3,1094.0,149.0,817.0,115.0,1659.0,854.0,35.4,15.3,0.8613,,,0.2541616891044727,0
25/06/2004,18.00.00,2.8,973.0,-200.0,14.4,1128.0,170.0,813.0,127.0,1642.0,894.0,32.9,15.5,0.7649,,,0.2585689520171186,0
25/06/2004,19.00.00,3.4,1083.0,-200.0,17.9,1237.0,210.0,737.0,129.0,1786.0,1077.0,29.9,19.8,0.8211,,,0.24085244969237624,0
25/06/2004,20.00.00,3.4,1062.0,-200.0,15.9,1176.0,230.0,763.0,140.0,1743.0,1121.0,28.1,22.4,0.8394,,,0.2507415895159377,0
25/06/2004,21.00.00,2.7,1011.0,-200.0,14.2,1122.0,203.0,808.0,137.0,1680.0,1071.0,26.1,24.7,0.8233,,,0.2624439998253227,0
25/06/2004,22.00.00,2.6,1054.0,-200.0,13.8,1110.0,174.0,765.0,130.0,1670.0,1167.0,25.0,28.7,0.8944,,,0.2606933803264327,0
25/06/2004,23.00.00,2.3,1013.0,-200.0,11.7,1038.0,164.0,793.0,121.0,1598.0,1162.0,24.3,31.0,0.9268,,,0.2627349101282759,0
26/06/2004,00.00.00,1.2,870.0,-200.0,6.2,823.0,76.0,975.0,79.0,1398.0,848.0,24.0,31.2,0.919,,,0.25618420400688585,0
26/06/2004,01.00.00,1.0,857.0,-200.0,5.1,769.0,52.0,1006.0,69.0,1390.0,759.0,22.4,34.9,0.9362,,,0.2465304847453183,0
26/06/2004,02.00.00,0.9,835.0,-200.0,4.5,739.0,47.0,1036.0,61.0,1382.0,694.0,21.2,37.6,0.9355,,,0.24865346889832646,0
26/06/2004,05.00.00,0.4,769.0,-200.0,2.3,606.0,41.0,1171.0,58.0,1314.0,610.0,19.5,42.4,0.9515,,,0.20477857805192257,0
26/06/2004,06.00.00,0.9,891.0,-200.0,5.5,790.0,74.0,960.0,70.0,1466.0,816.0,18.6,45.8,0.9723,,,0.2492242076186552,0
26/06/2004,07.00.00,1.8,1037.0,-200.0,10.4,993.0,168.0,779.0,104.0,1680.0,1158.0,19.7,44.1,1.0039,,,0.26817311739766453,0
26/06/2004,08.00.00,2.2,1090.0,-200.0,12.4,1065.0,176.0,728.0,109.0,1773.0,1228.0,21.9,39.4,1.0243,,,0.2730648441709741,0
26/06/2004,09.00.00,2.4,1117.0,-200.0,14.0,1118.0,184.0,716.0,129.0,1791.0,1323.0,24.5,34.3,1.0407,,,0.26286873837782637,0
26/06/2004,10.00.00,2.3,1109.0,-200.0,12.7,1074.0,187.0,761.0,144.0,1734.0,1274.0,30.0,25.6,1.0674,,,0.2549271628340763,0
26/06/2004,11.00.00,1.6,961.0,-200.0,9.0,939.0,118.0,912.0,101.0,1508.0,846.0,34.5,18.9,1.0168,,,0.2688305364593535,0
26/06/2004,12.00.00,1.4,985.0,-200.0,8.5,919.0,89.0,918.0,90.0,1540.0,737.0,36.3,17.5,1.0411,,,0.26386476390620944,0
26/06/2004,13.00.00,1.4,960.0,-200.0,8.2,909.0,70.0,910.0,86.0,1523.0,675.0,37.7,16.0,1.0231,,,0.25356452924223505,0
26/06/2004,14.00.00,1.0,927.0,-200.0,5.9,806.0,51.0,1013.0,69.0,1446.0,559.0,38.3,15.8,1.0465,,,0.24257287816803075,0
26/06/2004,15.00.00,1.0,958.0,-200.0,5.6,795.0,52.0,1002.0,65.0,1481.0,604.0,38.4,17.5,1.1609,,,0.24729541008037864,0
26/06/2004,16.00.00,1.2,1019.0,-200.0,6.7,842.0,70.0,935.0,73.0,1565.0,729.0,37.2,20.5,1.2813,,,0.24473151391902215,0
26/06/2004,17.00.00,1.3,1010.0,-200.0,6.1,816.0,80.0,955.0,73.0,1567.0,741.0,34.0,26.4,1.3781,,,0.26101976223274026,0
26/06/2004,18.00.00,1.5,1030.0,-200.0,6.7,844.0,90.0,917.0,78.0,1599.0,747.0,32.3,30.4,1.445,,,0.25273801570354165,0
26/06/2004,19.00.00,1.9,1100.0,-200.0,9.2,946.0,111.0,827.0,98.0,1726.0,932.0,30.5,33.9,1.4564,,,0.2676564433533288,0
26/06/2004,20.00.00,1.8,1079.0,-200.0,8.2,909.0,107.0,861.0,99.0,1686.0,928.0,29.2,37.8,1.5098,,,0.2703726177024163,0
26/06/2004,21.00.00,1.4,1036.0,-200.0,7.0,859.0,73.0,900.0,83.0,1645.0,860.0,28.4,39.1,1.4881,,,0.24726522713474458,0
26/06/2004,22.00.00,1.7,1085.0,-200.0,9.5,959.0,75.0,827.0,88.0,1747.0,963.0,27.7,40.6,1.4828,,,0.24959966876270867,0
26/06/2004,23.00.00,2.7,1214.0,-200.0,15.1,1151.0,144.0,683.0,117.0,1938.0,1309.0,27.2,42.5,1.5069,,,0.2490983032551649,0
27/06/2004,00.00.00,2.1,1127.0,-200.0,11.7,1041.0,120.0,728.0,97.0,1830.0,1266.0,26.5,44.8,1.528,,,0.2569048839018964,0
27/06/2004,01.00.00,1.4,1038.0,-200.0,9.3,950.0,71.0,776.0,75.0,1750.0,1181.0,25.5,47.6,1.5318,,,0.23418631020371378,0
27/06/2004,02.00.00,1.0,948.0,-200.0,6.4,829.0,40.0,873.0,53.0,1638.0,937.0,25.2,47.8,1.5076,,,0.20603280216493808,0
27/06/2004,04.00.00,0.8,869.0,-200.0,4.2,723.0,34.0,975.0,45.0,1522.0,789.0,23.2,52.3,1.4668,,,0.1997311513884344,0
27/06/2004,05.00.00,0.5,809.0,-200.0,2.6,628.0,27.0,1127.0,42.0,1490.0,682.0,24.0,50.3,1.4811,,,0.18963200476855946,0
27/06/2004,06.00.00,0.6,833.0,-200.0,2.8,641.0,30.0,1088.0,44.0,1496.0,717.0,23.5,51.2,1.4634,,,0.19596596244119102,0
27/06/2004,07.00.00,0.6,857.0,-200.0,3.1,661.0,40.0,1083.0,50.0,1511.0,696.0,23.5,50.8,1.452,,,0.21791502080606634,0
27/06/2004,08.00.00,1.0,966.0,-200.0,6.2,820.0,56.0,913.0,60.0,1634.0,807.0,24.7,47.6,1.4597,,,0.23577656112061302,0
27/06/2004,09.00.00,1.6,1063.0,-200.0,7.9,894.0,104.0,823.0,100.0,1688.0,1025.0,27.2,41.1,1.4611,,,0.2690987187006215,0
